scenario,policy,seeds,num_runs,timeout_ms,window_id,window_start_read,window_end_read,disk8_state,disk9_state,active_slow_disks,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max
dynamic_degradation,timeout_degraded_read,42..71,30,15,8,40000,45000,severe_slow,healthy,1,17.95,17.4,18.5,28.5,28.1,28.7,31.05,30.6,31.4,22963,22901,23065,14.8,14.5,15.3,2963,2901,3065,2963,2901,3065,2504.5,2451,2585,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,9,45000,50000,recovery,mild_slow,1,16.1,15.8,16.5,26.5,26.3,26.8,29.3,28.7,29.9,22802,22736,22875,14,13.7,14.4,2802,2736,2875,2802,2736,2875,1363,1292,1413,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,10,50000,55000,recovery,mild_slow,1,16.2,15.9,16.5,26.5,26.3,26.7,29.2,28.7,29.8,22822,22762,22883,14.1,13.8,14.4,2822,2762,2883,2822,2762,2883,1366,1329,1429,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,11,55000,60000,healthy,severe_slow,1,17.95,17.6,18.9,28.4,28.1,28.7,31,30.7,31.4,22965,22896,23039,14.8,14.5,15.2,2965,2896,3039,2965,2896,3039,2498,2459,2605,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,12,60000,65000,healthy,severe_slow,1,18,17.5,18.9,28.4,28.1,28.7,31.1,30.8,31.5,22978,22918,23088,14.9,14.6,15.4,2978,2918,3088,2978,2918,3088,2504,2452,2624,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,13,65000,70000,healthy,severe_slow,1,17.9,17.1,18.7,28.4,28.2,28.6,31.1,30.7,31.5,22962.5,22864,23091,14.8,14.3,15.5,2962.5,2864,3091,2962.5,2864,3091,2501,2390,2596,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,14,70000,75000,mild_slow,recovery,1,16.15,15.9,16.4,26.5,26.2,26.8,29.3,28.6,29.7,22813.5,22744,22860,14.1,13.7,14.3,2813.5,2744,2860,2813.5,2744,2860,1371,1317,1414,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,15,75000,80000,recovery,recovery,0,14.2,14,14.4,21.3,21.1,21.6,24.2,23.9,24.7,22084.5,21974,22174,10.4,9.9,10.9,2084.5,1974,2174,2084.5,1974,2174,237,204,269,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,16,80000,85000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.7,16.9,18.7,18.4,19,20810.5,20757,20857,4.05,3.8,4.3,810.5,757,857,810.5,757,857,20,12,30,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,17,85000,90000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.7,18.4,19.1,20820,20777,20862,4.1,3.9,4.3,820,777,862,820,777,862,19,8,25,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,18,90000,95000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.7,18.5,19.1,20824,20755,20863,4.1,3.8,4.3,824,755,863,824,755,863,17,12,27,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,19,95000,100000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.7,18.4,19.1,20811.5,20773,20872,4.1,3.9,4.4,811.5,773,872,811.5,773,872,17.5,11,30,0,0,0,0,0,0,0,0,0
dynamic_degradation,health_ec,42..71,30,15,0,0,5000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.7,17.1,18.8,18.5,19.2,20000,20000,20137,0,0,0.7,0,0,137,0,0,137,0,0,111,0,0,9,0,0,0,0,0,9
dynamic_degradation,health_ec,42..71,30,15,1,5000,10000,healthy,healthy,0,12.5,12.3,12.6,16.8,16.6,17,18.8,18.5,19,20000,20000,20064,0,0,0.3,0,0,64,0,0,64,0,0,51,0,0,10,0,0,0,0,0,10
dynamic_degradation,health_ec,42..71,30,15,2,10000,15000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.75,18.5,19.2,20000,20000,20047,0,0,0.2,0,0,47,0,0,47,0,0,36,0,0,12,0,0,0,0,0,12
dynamic_degradation,health_ec,42..71,30,15,3,15000,20000,mild_slow,healthy,1,13.6,13.5,13.7,32,31.5,32.6,39.75,38.4,43.2,21093,21022,21158,5.5,5.1,5.8,1093,1022,1158,1093,1022,1158,1070,999,1135,307.5,289,339,298,281,321,9.5,5,18
dynamic_degradation,health_ec,42..71,30,15,4,20000,25000,mild_slow,healthy,1,13.5,13.4,13.7,31.8,31.2,32.6,39.7,38.2,40.9,21199,21089,21334,6,5.4,6.7,1199,1089,1334,1199,1089,1334,1171.5,1072,1284,313,281,347,301.5,276,332,11,5,37
dynamic_degradation,health_ec,42..71,30,15,5,25000,30000,mild_slow,healthy,1,13.5,13.5,13.7,31.6,31.1,32.4,39.3,38.3,41,21189.5,21148,21262,5.95,5.7,6.3,1189.5,1148,1262,1189.5,1148,1262,1165.5,1116,1237,320,297,334,308,288,320,11,5,17
dynamic_degradation,health_ec,42..71,30,15,6,30000,35000,severe_slow,healthy,1,13.5,13.4,13.6,71.35,70,73.3,97.45,89.3,109.1,21406.5,21348,21477,7,6.7,7.4,1406.5,1348,1477,1406.5,1348,1477,1403,1346,1469,389.5,367,407,388.5,366,407,1,0,10
dynamic_degradation,health_ec,42..71,30,15,7,35000,40000,severe_slow,healthy,1,13.4,13.3,13.5,70.9,69.1,72.3,93.8,90.6,101.3,21432.5,21368,21499,7.15,6.8,7.5,1432.5,1368,1499,1432.5,1368,1499,1430,1366,1495,388,368,404,388,368,404,0,0,5
dynamic_degradation,health_ec,42..71,30,15,8,40000,45000,severe_slow,healthy,1,13.4,13.3,13.6,71.3,68.7,72.8,94.9,89,106.4,21434,21380,21524,7.2,6.9,7.6,1434,1380,1524,1434,1380,1524,1433,1379,1495,389.5,373,403,388.5,371,403,1,0,5
dynamic_degradation,health_ec,42..71,30,15,9,45000,50000,recovery,mild_slow,1,14.3,14.2,14.4,31.8,31.1,32.2,40.2,39.1,41.5,21181,21079,21289,5.9,5.4,6.4,1181,1079,1289,1181,1079,1289,1163,1066,1268,338,304,380,293,261,319,46,35,62
dynamic_degradation,health_ec,42..71,30,15,10,50000,55000,recovery,mild_slow,1,14.3,14.2,14.6,31.9,31.4,33,40.3,39,42,21165.5,21076,21310,5.8,5.4,6.6,1165.5,1076,1310,1165.5,1076,1310,1154,1064,1261,342,319,370,293.5,277,319,46.5,36,62
dynamic_degradation,health_ec,42..71,30,15,11,55000,60000,healthy,severe_slow,1,13.5,13.4,13.6,71.2,69.6,73.6,95.3,88.4,105.4,21395.5,21352,21510,7,6.8,7.5,1395.5,1352,1510,1395.5,1352,1510,1391.5,1350,1482,388.5,376,415,388,376,414,0,0,2
dynamic_degradation,health_ec,42..71,30,15,12,60000,65000,healthy,severe_slow,1,13.5,13.4,13.6,71.1,69.3,73,95.6,90.8,110,21432,21386,21504,7.2,6.9,7.5,1432,1386,1504,1432,1386,1504,1427.5,1381,1499,388,374,407,387,373,407,0,0,2
dynamic_degradation,health_ec,42..71,30,15,13,65000,70000,healthy,severe_slow,1,13.4,13.3,13.6,71.1,68.8,72.1,95.05,89.7,103,21436.5,21335,21527,7.2,6.7,7.6,1436.5,1335,1527,1436.5,1335,1527,1433,1334,1522,384,355,420,383,355,420,0,0,4
dynamic_degradation,health_ec,42..71,30,15,14,70000,75000,mild_slow,recovery,1,14.3,14.1,14.5,31.9,31.2,32.5,40.35,39.2,42.5,21194.5,21143,21274,6,5.7,6.4,1194.5,1143,1274,1194.5,1143,1274,1178.5,1135,1262,344.5,314,376,296.5,273,322,47,33,64
dynamic_degradation,health_ec,42..71,30,15,15,75000,80000,recovery,recovery,0,13.8,13.6,13.9,21.4,21,21.7,25.65,25,26.5,20518,20328,20657,2.6,1.6,3.3,518,328,657,518,328,657,490.5,312,611,117,79,173,0,0,0,117,79,173
dynamic_degradation,health_ec,42..71,30,15,16,80000,85000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.7,16.9,18.8,18.4,19.2,20059.5,20000,20276,0.3,0,1.4,59.5,0,276,59.5,0,276,47.5,0,222,4.5,0,19,0,0,0,4.5,0,19
dynamic_degradation,health_ec,42..71,30,15,17,85000,90000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.7,17.1,18.75,18.5,19.1,20000,20000,20099,0,0,0.5,0,0,99,0,0,99,0,0,79,0,0,18,0,0,0,0,0,18
dynamic_degradation,health_ec,42..71,30,15,18,90000,95000,healthy,healthy,0,12.5,12.4,12.6,16.85,16.6,17,18.8,18.5,19.2,20000,20000,20063,0,0,0.3,0,0,63,0,0,63,0,0,52,0,0,9,0,0,0,0,0,9
dynamic_degradation,health_ec,42..71,30,15,19,95000,100000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.8,18.4,19.1,20000,20000,20121,0,0,0.6,0,0,121,0,0,121,0,0,92,0,0,21,0,0,0,0,0,21
