scenario,policy,seeds,num_runs,timeout_ms,window_id,window_start_read,window_end_read,slow_disk_a_id,slow_disk_a_state,slow_disk_b_id,slow_disk_b_state,active_slow_disks,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,9,450000,500000,80,recovery,90,mild_slow,10,13,13,13.1,27.5,27.3,28,35.9,35.6,36.4,213965.5,213802,214149,7,6.9,7.1,13965.5,13802,14149,13965.5,13802,14149,2281,2192,2346,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,10,500000,550000,80,recovery,90,mild_slow,10,13,13,13.1,27.6,27.2,27.9,35.9,35.5,36.3,213931,213777,214129,7,6.9,7.1,13931,13777,14129,13931,13777,14129,2270.5,2202,2353,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,11,550000,600000,80,healthy,90,severe_slow,10,12.8,12.7,12.8,59.9,59,61,78.85,78,79.6,211534.5,211443,211813,5.8,5.7,5.9,11534.5,11443,11813,11534.5,11443,11813,3148,3023,3271,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,12,600000,650000,80,healthy,90,severe_slow,10,12.8,12.7,12.8,59.85,58.8,60.6,78.65,78.1,79.4,211564,211391,211764,5.8,5.7,5.9,11564,11391,11764,11564,11391,11764,3147.5,3021,3249,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,13,650000,700000,80,healthy,90,severe_slow,10,12.8,12.7,12.8,60.1,59.3,60.8,78.8,78.2,79.6,211600,211443,211787,5.8,5.7,5.9,11600,11443,11787,11600,11443,11787,3143,3049,3336,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,14,700000,750000,80,mild_slow,90,recovery,10,13,13,13.1,28.5,28.2,28.8,36.2,36,36.5,214036,213821,214209,7,6.9,7.1,14036,13821,14209,14036,13821,14209,1985.5,1923,2091,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,15,750000,800000,80,recovery,90,recovery,0,13,13,13,20,19.9,20.2,23.9,23.7,24.1,213279.5,212957,213483,6.6,6.5,6.7,13279.5,12957,13483,13279.5,12957,13483,788,736,846,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,16,800000,850000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.8,18.75,18.7,18.8,208097,207950,208353,4,4,4.2,8097,7950,8353,8097,7950,8353,189,168,214,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,17,850000,900000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.8,18.7,18.6,18.9,208078,207979,208244,4,4,4.1,8078,7979,8244,8078,7979,8244,194.5,160,220,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,18,900000,950000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.8,18.8,18.7,18.9,208092.5,207970,208263,4,4,4.1,8092.5,7970,8263,8092.5,7970,8263,188.5,150,213,0,0,0,0,0,0,0,0,0
