scenario,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads
dynamic_degradation,66,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.6,67.7,132.6,143.9,442355,10.6,42355,2464,9042,42355,23563,0,0,0,-1,0,0,18616
dynamic_degradation,66,100000,500,1.0,20,5000,health_ec,15.0,12.8,31.9,71.7,21.8,358.4,526.5,400914,0.2,914,5,4,914,894,32,32,0,671,7,7,66
dynamic_degradation,67,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.0,91.2,0.0,505.2,3338.3,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,67,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.2,19.3,78.9,38.6,53.0,500000,25.0,100000,15000,10467,100000,81396,0,0,0,-1,-1,0,28662
dynamic_degradation,67,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.6,67.5,133.1,142.8,442050,10.5,42050,2425,8991,42050,23220,0,0,0,-1,0,0,18379
dynamic_degradation,67,100000,500,1.0,20,5000,health_ec,15.0,12.8,32.4,72.1,21.0,359.9,532.9,400853,0.2,853,0,5,853,835,31,31,0,653,8,8,119
dynamic_degradation,68,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.2,90.6,0.0,502.8,3323.4,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,68,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.1,19.1,78.9,36.8,49.0,500000,25.0,100000,15000,10418,100000,81431,0,0,0,-1,-1,0,28576
dynamic_degradation,68,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.7,67.2,133.1,142.7,442043,10.5,42043,2441,8958,42043,23263,0,0,0,-1,0,2,18255
dynamic_degradation,68,100000,500,1.0,20,5000,health_ec,15.0,12.8,32.0,71.1,21.5,357.1,522.0,400895,0.2,895,0,2,895,877,32,32,0,660,9,12,74
dynamic_degradation,69,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.1,91.4,0.0,502.2,3339.0,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,69,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.2,19.3,78.9,38.7,51.9,500000,25.0,100000,15000,10308,100000,81442,0,0,0,-1,-1,1,28576
dynamic_degradation,69,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.7,67.6,132.0,144.0,442073,10.5,42073,2390,8870,42073,23469,0,0,0,-1,1,1,18343
dynamic_degradation,69,100000,500,1.0,20,5000,health_ec,15.0,12.8,32.0,71.7,21.6,356.6,523.3,400834,0.2,834,10,2,834,816,33,33,0,642,21,21,18
dynamic_degradation,70,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.2,90.5,0.0,499.5,3319.2,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,70,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.1,19.2,78.8,37.2,49.5,500000,25.0,100000,15000,10381,100000,81435,0,0,0,-1,-1,1,28617
dynamic_degradation,70,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.6,67.3,130.2,144.7,441903,10.5,41903,2434,8914,41903,23333,0,0,0,-1,1,1,18279
dynamic_degradation,70,100000,500,1.0,20,5000,health_ec,15.0,12.8,31.8,71.2,21.4,353.8,529.0,400861,0.2,861,4,7,861,846,31,31,0,647,8,8,122
dynamic_degradation,71,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.2,92.0,0.0,504.6,3344.1,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,71,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.1,19.1,79.2,36.4,48.5,500000,25.0,100000,15000,10285,100000,81417,0,0,0,-1,-1,1,28617
dynamic_degradation,71,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.6,67.8,130.8,142.2,442034,10.5,42034,2389,8806,42034,23565,0,0,0,-1,1,6,18293
dynamic_degradation,71,100000,500,1.0,20,5000,health_ec,15.0,12.8,32.2,71.2,22.6,352.8,531.4,400844,0.2,844,1,5,844,827,32,31,1,664,28,28,78
