scenario_id,strategy_id,scenario,seed,num_disks,num_stripes,k,m,shard_size_bytes,migrated_shards,migrated_bytes,full_disk_bytes,cost_ratio,full_disk_cost_multiplier,stripe_level_migrated_stripes,stripe_level_migrated_shards,stripe_level_bytes,stripe_level_cost_ratio,pre_slowdown_migrations,migration_true_positives,migration_false_positives,migration_false_negatives
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,65,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,584
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,65,100,5000,4,2,4096,22,90112,2457600,0.036667,27.272727,11,66,270336,0.11,0,20,0,537
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,65,100,5000,4,2,4096,20,81920,2457600,0.033333,30,10,60,245760,0.1,0,20,0,541
realistic_2pct,t28_default,dynamic_realistic_100d_2pct_hdd,66,100,5000,4,2,4096,4,16384,2457600,0.006667,150,2,12,49152,0.02,0,4,0,600
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,66,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,608
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,66,100,5000,4,2,4096,22,90112,2457600,0.036667,27.272727,11,66,270336,0.11,0,22,0,559
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,66,100,5000,4,2,4096,21,86016,2457600,0.035,28.571429,11,66,270336,0.11,0,21,0,564
realistic_2pct,t28_default,dynamic_realistic_100d_2pct_hdd,67,100,5000,4,2,4096,4,16384,2457600,0.006667,150,2,12,49152,0.02,0,4,0,571
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,67,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,580
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,67,100,5000,4,2,4096,22,90112,2457600,0.036667,27.272727,11,66,270336,0.11,0,22,0,533
